Phase,File,Sent Id,Sentence Length,Discourse Marker,Part of Speech
2,hi_2156_gold.conllu,113,8,to,PART
2,hi_2156_gold.conllu,114,8,na,PART
2,hi_2156_gold.conllu,127,11,bhi,PART
2,hi_2156_gold.conllu,128,4,bhi,PART
2,hi_2156_gold.conllu,129,5,to,PART
2,hi_2156_gold.conllu,130,13,na,PART
2,hi_2156_gold.conllu,144,4,na,PART
2,hi_2156_gold.conllu,154,7,to,PART
2,hi_2156_gold.conllu,159,4,hi,PART
2,hi_2156_gold.conllu,165,7,hi,PART
2,hi_2156_gold.conllu,166,12,to,PART
2,hi_2156_gold.conllu,168,8,to,PART
2,hi_2156_gold.conllu,184,8,hi,PART
2,hi_2156_gold.conllu,188,7,bhi,PART
2,hi_2156_gold.conllu,190,4,bhi,PART
2,hi_2156_gold.conllu,204,11,bhi,PART
2,hi_2156_gold.conllu,214,11,to,PART
2,hi_2156_gold.conllu,215,9,na,PART
2,hi_2156_gold.conllu,221,8,to,PART
2,hi_2156_gold.conllu,224,6,to,PART
2,hi_2156_gold.conllu,227,7,to,PART
2,hi_2156_gold.conllu,228,7,to,PART
2,hi_2156_gold.conllu,240,12,na,PART
2,hi_2156_gold.conllu,254,8,bhi,PART
2,hi_2156_gold.conllu,258,7,bhi,PART
2,hi_2156_gold.conllu,267,5,bhi,PART
2,hi_2156_gold.conllu,268,7,hi,PART
2,hi_2156_gold.conllu,269,9,bhi,PART
2,hi_2156_gold.conllu,275,14,hi,PART
2,hi_2156_gold.conllu,280,17,bhi,PART
2,hi_2156_gold.conllu,285,7,to,PART
2,hi_2156_gold.conllu,288,8,bhi,PART
2,hi_2156_gold.conllu,291,8,na,PART
2,hi_2156_gold.conllu,294,7,bhi,PART
2,hi_2156_gold.conllu,302,9,to,PART
2,hi_2156_gold.conllu,305,9,bhi,PART
2,hi_2156_gold.conllu,306,16,bhi,PART
2,hi_2156_gold.conllu,345,22,to,PART
2,hi_2156_gold.conllu,353,9,hi,PART
2,hi_2156_gold.conllu,355,8,to,PART
2,hi_2156_gold.conllu,358,7,hi,PART
2,hi_2156_gold.conllu,363,16,bhi,PART
2,hi_2156_gold.conllu,367,7,to,PART
2,hi_2156_gold.conllu,372,7,na,PART
2,hi_2156_gold.conllu,374,4,to,PART
2,hi_2156_gold.conllu,375,8,to,PART
2,hi_2156_gold.conllu,376,6,to,PART
2,hi_2156_gold.conllu,378,9,to,PART
2,hi_2156_gold.conllu,379,7,bhi,PART
2,hi_2156_gold.conllu,380,9,bhi,PART
2,hi_2156_gold.conllu,385,10,bhi,PART
2,hi_2156_gold.conllu,396,9,na,PART
2,hi_2156_gold.conllu,400,11,to,PART
2,hi_2156_gold.conllu,415,12,to,PART
2,hi_2156_gold.conllu,437,10,to,PART
2,hi_2156_gold.conllu,438,14,na,PART
2,hi_2156_gold.conllu,448,8,to,PART
2,hi_2156_gold.conllu,455,12,hi,PART
2,hi_2156_gold.conllu,467,6,na,PART
2,hi_2156_gold.conllu,471,8,to,PART
2,hi_2156_gold.conllu,474,3,na,PART
2,hi_2156_gold.conllu,491,10,to,PART
2,hi_2156_gold.conllu,494,7,to,PART
2,hi_2156_gold.conllu,497,6,to,PART
2,hi_2156_gold.conllu,504,8,na,PART
2,hi_2156_gold.conllu,506,11,to,PART
2,hi_2156_gold.conllu,507,4,hi,PART
2,hi_2156_gold.conllu,509,9,bhi,PART
2,hi_2156_gold.conllu,522,8,bhi,PART
2,hi_2156_gold.conllu,529,7,bhi,PART
2,hi_2156_gold.conllu,534,12,hi,PART
2,hi_2156_gold.conllu,535,3,bhi,PART
2,hi_2156_gold.conllu,553,11,hi,PART
2,hi_2156_gold.conllu,558,7,to,PART
2,hi_2156_gold.conllu,569,9,bhi,PART
2,hi_2156_gold.conllu,586,11,hi,PART
2,hi_2156_gold.conllu,593,7,na,PART
2,hi_2156_gold.conllu,608,25,bhi,PART
2,hi_2156_gold.conllu,621,17,hi,PART
2,hi_2156_gold.conllu,629,9,to,PART
2,hi_2156_gold.conllu,632,13,hi,PART
2,hi_2156_gold.conllu,637,12,bhi,PART
2,hi_2156_gold.conllu,639,9,hi,PART
2,hi_2156_gold.conllu,648,6,hi,PART
2,hi_2156_gold.conllu,650,9,to,PART
2,hi_2156_gold.conllu,653,12,to,PART
2,hi_2156_gold.conllu,662,14,bhi,PART
2,hi_2156_gold.conllu,664,7,to,PART
2,hi_2156_gold.conllu,665,10,to,PART
2,hi_2156_gold.conllu,667,6,to,PART
2,hi_2156_gold.conllu,670,6,to,PART
2,hi_2156_gold.conllu,674,8,na,PART
2,hi_2156_gold.conllu,685,10,to,PART
2,hi_2156_gold.conllu,699,8,to,PART
2,hi_2156_gold.conllu,700,8,to,PART
2,hi_2156_gold.conllu,712,10,hi,PART
2,hi_2156_gold.conllu,756,15,hi,PART
2,hi_2156_gold.conllu,758,12,to,PART
2,hi_2156_gold.conllu,763,11,to,PART
2,hi_2156_gold.conllu,773,9,na,PART
2,hi_2156_gold.conllu,780,11,hi,PART
2,hi_2156_gold.conllu,784,6,hi,PART
2,hi_2156_gold.conllu,791,8,hi,PART
2,hi_2156_gold.conllu,797,8,bhi,PART
2,hi_2156_gold.conllu,819,6,hi,PART
2,hi_2156_gold.conllu,826,8,to,PART
2,hi_2156_gold.conllu,829,6,bhi,PART
2,hi_2156_gold.conllu,834,6,na,PART
2,hi_2156_gold.conllu,845,7,hi,PART
2,hi_2156_gold.conllu,846,9,bhi,PART
2,hi_2156_gold.conllu,849,7,to,PART
2,hi_2156_gold.conllu,857,22,hi,PART
2,hi_2156_gold.conllu,859,14,to,PART
2,hi_2156_gold.conllu,885,7,bhi,PART
2,hi_2156_gold.conllu,886,9,hi,PART
2,hi_2156_gold.conllu,888,7,na,PART
2,hi_2156_gold.conllu,900,6,to,PART
2,hi_2156_gold.conllu,905,7,na,PART
2,hi_2156_gold.conllu,908,10,bhi,PART
2,hi_2156_gold.conllu,914,8,bhi,PART
2,hi_2156_gold.conllu,921,12,na,PART
2,hi_2156_gold.conllu,930,13,na,PART
2,hi_2156_gold.conllu,932,10,na,PART
2,hi_2156_gold.conllu,934,8,na,PART
2,hi_2156_gold.conllu,937,7,bhi,PART
2,hi_2156_gold.conllu,950,12,na,PART
2,hi_2156_gold.conllu,952,11,to,PART
2,hi_2156_gold.conllu,956,9,na,PART
2,hi_2156_gold.conllu,957,7,to,PART
2,hi_2156_gold.conllu,958,7,to,PART
2,hi_2156_gold.conllu,962,15,to,PART
2,hi_2156_gold.conllu,969,10,to,PART
2,hi_2156_gold.conllu,973,5,to,PART
2,hi_2156_gold.conllu,980,8,bhi,PART
2,hi_2156_gold.conllu,982,8,to,PART
2,hi_2156_gold.conllu,983,14,bhi,PART
2,hi_2156_gold.conllu,986,15,bhi,PART
2,hi_2156_gold.conllu,995,12,hi,PART
2,hi_2156_gold.conllu,996,13,bhi,PART
2,hi_2156_gold.conllu,998,3,to,PART
2,hi_2156_gold.conllu,999,10,to,PART
2,hi_2156_gold.conllu,1008,4,na,PART
2,hi_2156_gold.conllu,1011,9,to,PART
2,hi_2156_gold.conllu,1023,8,to,PART
2,hi_2156_gold.conllu,1024,7,bhi,PART
2,hi_2156_gold.conllu,1026,9,hi,PART
2,hi_2156_gold.conllu,1027,13,to,PART
2,hi_2156_gold.conllu,1028,11,hi,PART
2,hi_2156_gold.conllu,1038,10,bhi,PART
2,hi_2156_gold.conllu,1040,9,to,PART
2,hi_2156_gold.conllu,1041,8,to,PART
2,hi_2156_gold.conllu,1051,12,na,PART
2,hi_2156_gold.conllu,1055,10,to,PART
2,hi_2156_gold.conllu,1057,5,to,PART
2,hi_2156_gold.conllu,1064,13,na,PART
2,hi_2156_gold.conllu,1068,10,to,PART
2,hi_2156_gold.conllu,1069,17,hi,PART
2,hi_2156_gold.conllu,1074,11,to,PART
2,hi_2156_gold.conllu,1075,8,bhi,PART
2,hi_2156_gold.conllu,1077,6,to,PART
2,hi_2156_gold.conllu,1078,8,bhi,PART
2,hi_2156_gold.conllu,1087,6,hi,PART
2,hi_2156_gold.conllu,1091,7,bhi,PART
2,hi_2156_gold.conllu,1092,9,to,PART
2,hi_2156_gold.conllu,1093,7,hi,PART
2,hi_2156_gold.conllu,1100,23,hi,PART
2,hi_2156_gold.conllu,1106,13,hi,PART
2,hi_2156_gold.conllu,1107,6,to,PART
2,hi_2156_gold.conllu,1111,13,to,PART
2,hi_2156_gold.conllu,1112,4,na,PART
2,hi_2156_gold.conllu,1114,16,hi,PART
2,hi_2156_gold.conllu,1119,6,bhi,PART
2,hi_2156_gold.conllu,1121,4,to,PART
2,hi_2156_gold.conllu,1130,10,bhi,PART
2,hi_2156_gold.conllu,1143,7,na,PART
2,hi_2156_gold.conllu,1144,5,na,PART
2,hi_2156_gold.conllu,1146,4,to,PART
2,hi_2156_gold.conllu,1155,7,bhi,PART
2,hi_2156_gold.conllu,1156,9,hi,PART
2,hi_2156_gold.conllu,1158,6,bhi,PART
2,hi_2156_gold.conllu,1161,9,bhi,PART
2,hi_2156_gold.conllu,1168,8,to,PART
2,hi_2156_gold.conllu,1173,9,bhi,PART
2,hi_4115_gold.conllu,16,26,to,PART
2,hi_4115_gold.conllu,17,14,to,PART
2,hi_4115_gold.conllu,22,11,to,PART
2,hi_4115_gold.conllu,24,16,bhi,PART
2,hi_4115_gold.conllu,27,14,hi,PART
2,hi_4115_gold.conllu,34,18,to,PART
2,hi_4115_gold.conllu,54,19,bhi,PART
2,hi_4115_gold.conllu,56,15,bhi,PART
2,hi_4115_gold.conllu,62,14,na,PART
2,hi_4115_gold.conllu,65,16,to,PART
2,hi_4115_gold.conllu,68,25,hi,PART
2,hi_4115_gold.conllu,71,9,to,PART
2,hi_4115_gold.conllu,74,14,na,PART
2,hi_4115_gold.conllu,76,21,to,PART
2,hi_4115_gold.conllu,84,34,hi,PART
2,hi_4115_gold.conllu,85,9,to,PART
2,hi_4115_gold.conllu,97,6,hi,PART
2,hi_4115_gold.conllu,100,13,to,PART
2,hi_4115_gold.conllu,101,7,to,PART
2,hi_4115_gold.conllu,105,7,hi,PART
2,hi_4115_gold.conllu,111,9,to,PART
2,hi_4115_gold.conllu,114,10,to,PART
2,hi_4115_gold.conllu,116,29,to,PART
2,hi_4115_gold.conllu,118,9,to,PART
2,hi_4115_gold.conllu,120,5,to,PART
2,hi_4115_gold.conllu,124,13,bhi,PART
2,hi_4115_gold.conllu,125,12,bhi,PART
2,hi_4115_gold.conllu,128,15,na,PART
2,hi_4115_gold.conllu,131,4,to,PART
2,hi_4115_gold.conllu,134,8,bhi,PART
2,hi_4115_gold.conllu,137,10,to,PART
2,hi_4115_gold.conllu,140,10,bhi,PART
2,hi_4115_gold.conllu,143,30,to,PART
2,hi_4115_gold.conllu,144,13,hi,PART
2,hi_4115_gold.conllu,146,28,to,PART
2,hi_4115_gold.conllu,155,12,to,PART
2,hi_4115_gold.conllu,157,14,hi,PART
2,hi_4115_gold.conllu,164,9,na,PART
2,hi_4115_gold.conllu,167,7,to,PART
2,hi_4115_gold.conllu,168,8,to,PART
2,hi_4115_gold.conllu,170,11,to,PART
2,hi_4115_gold.conllu,182,6,to,PART
2,hi_4115_gold.conllu,184,15,bhi,PART
2,hi_4115_gold.conllu,187,11,to,PART
2,hi_4115_gold.conllu,196,5,na,PART
2,hi_4115_gold.conllu,198,5,na,PART
2,hi_4115_gold.conllu,202,7,na,PART
2,hi_4115_gold.conllu,213,11,hi,PART
2,hi_4115_gold.conllu,222,19,bhi,PART
2,hi_4115_gold.conllu,225,11,bhi,PART
2,hi_4115_gold.conllu,233,4,hi,PART
2,hi_4115_gold.conllu,234,20,to,PART
2,hi_4115_gold.conllu,245,6,bhi,PART
2,hi_4115_gold.conllu,252,15,hi,PART
2,hi_4115_gold.conllu,261,7,bhi,PART
2,hi_4115_gold.conllu,263,13,bhi,PART
2,hi_4115_gold.conllu,264,40,to,PART
2,hi_4115_gold.conllu,269,35,to,PART
2,hi_4115_gold.conllu,272,11,bhi,PART
2,hi_4115_gold.conllu,273,5,bhi,PART
2,hi_4115_gold.conllu,276,19,hi,PART
2,hi_4115_gold.conllu,286,12,na,PART
2,hi_4115_gold.conllu,299,18,to,PART
2,hi_4115_gold.conllu,311,27,bhi,PART
2,hi_4115_gold.conllu,323,17,to,PART
2,hi_4115_gold.conllu,327,8,to,PART
2,hi_4115_gold.conllu,330,6,hi,PART
2,hi_4115_gold.conllu,334,15,hi,PART
2,hi_4115_gold.conllu,336,13,to,PART
2,hi_4115_gold.conllu,338,10,to,PART
2,hi_4115_gold.conllu,339,6,hi,PART
2,hi_4115_gold.conllu,342,19,hi,PART
2,hi_4115_gold.conllu,349,11,na,PART
2,hi_4115_gold.conllu,356,11,hi,PART
2,hi_4115_gold.conllu,380,14,to,PART
2,hi_4115_gold.conllu,382,22,bhi,PART
2,hi_4115_gold.conllu,400,5,to,PART
2,hi_4115_gold.conllu,403,8,to,PART
2,hi_4115_gold.conllu,409,10,hi,PART
2,hi_4115_gold.conllu,410,9,hi,PART
2,hi_4115_gold.conllu,411,21,hi,PART
2,hi_4115_gold.conllu,414,8,na,PART
2,hi_4115_gold.conllu,423,19,hi,PART
2,hi_4115_gold.conllu,427,16,to,PART
2,hi_4115_gold.conllu,431,10,to,PART
2,hi_4115_gold.conllu,433,8,to,PART
2,hi_4115_gold.conllu,436,19,to,PART
2,hi_4115_gold.conllu,437,7,na,PART
2,hi_4115_gold.conllu,443,27,to,PART
2,hi_4115_gold.conllu,446,8,bhi,PART
2,hi_4115_gold.conllu,447,8,bhi,PART
2,hi_4115_gold.conllu,449,4,hi,PART
2,hi_4115_gold.conllu,450,21,hi,PART
2,hi_4115_gold.conllu,456,8,to,PART
2,hi_4115_gold.conllu,460,33,to,PART
2,hi_4115_gold.conllu,467,17,to,PART
2,hi_4115_gold.conllu,473,8,to,PART
2,hi_4115_gold.conllu,475,15,na,PART
2,hi_4115_gold.conllu,476,14,to,PART
2,hi_4115_gold.conllu,483,15,bhi,PART
2,hi_4115_gold.conllu,484,8,bhi,PART
2,hi_4115_gold.conllu,489,6,to,PART
2,hi_4115_gold.conllu,490,8,bhi,PART
2,hi_4115_gold.conllu,492,7,hi,PART
2,hi_4115_gold.conllu,497,9,hi,PART
2,hi_4115_gold.conllu,498,9,bhi,PART
2,hi_4115_gold.conllu,506,11,bhi,PART
2,hi_4115_gold.conllu,508,9,hi,PART
2,hi_4115_gold.conllu,509,11,bhi,PART
2,hi_4115_gold.conllu,512,6,hi,PART
2,hi_4115_gold.conllu,515,10,bhi,PART
2,hi_4115_gold.conllu,519,4,to,PART
2,hi_4115_gold.conllu,521,15,hi,PART
2,hi_4115_gold.conllu,522,8,bhi,PART
2,hi_4115_gold.conllu,527,16,hi,PART
2,hi_4115_gold.conllu,529,10,bhi,PART
2,hi_4115_gold.conllu,533,9,hi,PART
2,hi_4115_gold.conllu,537,15,to,PART
2,hi_4115_gold.conllu,543,20,hi,PART
2,hi_4115_gold.conllu,553,4,hi,PART
2,hi_4115_gold.conllu,565,7,hi,PART
2,hi_4115_gold.conllu,568,5,bhi,PART
2,hi_4115_gold.conllu,589,6,bhi,PART
2,hi_4115_gold.conllu,600,3,hi,PART
2,hi_4115_gold.conllu,608,12,bhi,PART
2,hi_4115_gold.conllu,611,5,na,PART
2,hi_4115_gold.conllu,621,8,bhi,PART
2,hi_4115_gold.conllu,630,11,to,PART
2,hi_4115_gold.conllu,633,10,hi,PART
2,hi_4115_gold.conllu,636,7,to,PART
2,hi_4115_gold.conllu,637,16,bhi,PART
2,hi_4115_gold.conllu,642,10,hi,PART
2,hi_4115_gold.conllu,644,11,to,PART
2,hi_4115_gold.conllu,650,7,hi,PART
2,hi_4115_gold.conllu,652,14,bhi,PART
2,hi_4115_gold.conllu,656,12,hi,PART
2,hi_4115_gold.conllu,657,17,hi,PART
2,hi_4115_gold.conllu,698,9,hi,PART
2,hi_4115_gold.conllu,700,11,hi,PART
2,hi_4115_gold.conllu,701,18,to,PART
2,hi_4115_gold.conllu,706,7,hi,PART
2,hi_4115_gold.conllu,718,9,na,PART
2,hi_4115_gold.conllu,722,7,to,PART
2,hi_4115_gold.conllu,726,5,hi,PART
2,hi_4115_gold.conllu,739,9,hi,PART
2,hi_4115_gold.conllu,767,5,hi,PART
2,hi_4115_gold.conllu,768,7,hi,PART
2,hi_4115_gold.conllu,770,5,hi,PART
2,hi_4115_gold.conllu,776,6,hi,PART
2,hi_4115_gold.conllu,791,5,to,PART
2,hi_4115_gold.conllu,793,4,hi,PART
2,hi_4115_gold.conllu,808,6,bhi,PART
2,hi_4115_gold.conllu,810,5,hi,PART
2,hi_4115_gold.conllu,813,12,na,PART
2,hi_4115_gold.conllu,831,8,to,PART
2,hi_4115_gold.conllu,833,6,to,PART
2,hi_4115_gold.conllu,842,8,hi,PART
2,hi_4115_gold.conllu,844,8,to,PART
2,hi_4115_gold.conllu,845,5,bhi,PART
2,hi_4115_gold.conllu,847,12,hi,PART
2,hi_4115_gold.conllu,852,16,to,PART
2,hi_4115_gold.conllu,854,11,bhi,PART
2,hi_4115_gold.conllu,856,6,to,PART
2,hi_4115_gold.conllu,859,9,to,PART
2,hi_4115_gold.conllu,885,5,hi,PART
2,hi_4115_gold.conllu,888,10,hi,PART
2,hi_4115_gold.conllu,890,5,na,PART
2,hi_4115_gold.conllu,899,4,na,PART
2,hi_4115_gold.conllu,903,12,na,PART
2,hi_4115_gold.conllu,904,7,hi,PART
2,hi_4115_gold.conllu,917,16,to,PART
2,hi_4115_gold.conllu,921,5,hi,PART
2,hi_4115_gold.conllu,930,10,bhi,PART
2,hi_4115_gold.conllu,937,9,bhi,PART
2,hi_4115_gold.conllu,938,7,hi,PART
2,hi_4115_gold.conllu,942,14,to,PART
2,hi_4115_gold.conllu,943,10,to,PART
2,hi_4115_gold.conllu,944,9,to,PART
2,hi_4115_gold.conllu,945,9,to,PART
2,hi_4115_gold.conllu,948,6,hi,PART
2,hi_4115_gold.conllu,949,7,to,PART
2,hi_4115_gold.conllu,951,11,hi,PART
2,hi_4115_gold.conllu,961,10,to,PART
2,hi_4115_gold.conllu,964,18,hi,PART
2,hi_4115_gold.conllu,966,13,hi,PART
2,hi_4115_gold.conllu,979,6,hi,PART
2,hi_4115_gold.conllu,981,19,bhi,PART
2,hi_4115_gold.conllu,983,5,to,PART
2,hi_4115_gold.conllu,992,5,hi,PART
2,hi_4115_gold.conllu,993,6,to,PART
2,hi_4115_gold.conllu,994,16,hi,PART
2,hi_4115_gold.conllu,996,3,na,PART
2,hi_4115_gold.conllu,998,9,hi,PART
2,hi_4115_gold.conllu,1002,23,bhi,PART
2,hi_4115_gold.conllu,1005,7,hi,PART
2,hi_4115_gold.conllu,1009,9,hi,PART
2,hi_4115_gold.conllu,1010,4,to,PART
2,hi_4115_gold.conllu,1011,7,hi,PART
2,hi_4115_gold.conllu,1013,14,hi,PART
2,hi_4115_gold.conllu,1017,8,bhi,PART
2,hi_4115_gold.conllu,1019,8,hi,PART
2,hi_4115_gold.conllu,1020,11,to,PART
2,hi_4115_gold.conllu,1022,9,to,PART
2,hi_4115_gold.conllu,1035,21,hi,PART
2,hi_4115_gold.conllu,1036,6,hi,PART
2,hi_4115_gold.conllu,1037,18,to,PART
2,hi_4115_gold.conllu,1039,9,hi,PART
2,hi_4115_gold.conllu,1041,12,to,PART
2,hi_4115_gold.conllu,1059,14,hi,PART
2,hi_4115_gold.conllu,1061,8,to,PART
2,hi_4115_gold.conllu,1076,3,to,PART
2,hi_4214_gold.conllu,11,11,hi,PART
2,hi_4214_gold.conllu,15,9,to,PART
2,hi_4214_gold.conllu,19,10,hi,PART
2,hi_4214_gold.conllu,23,9,hi,PART
2,hi_4214_gold.conllu,26,20,hi,PART
2,hi_4214_gold.conllu,33,11,bhi,PART
2,hi_4214_gold.conllu,34,18,bhi,PART
2,hi_4214_gold.conllu,40,13,to,PART
2,hi_4214_gold.conllu,46,17,to,PART
2,hi_4214_gold.conllu,51,10,hi,PART
2,hi_4214_gold.conllu,54,11,to,PART
2,hi_4214_gold.conllu,65,13,to,PART
2,hi_4214_gold.conllu,100,8,bhi,PART
2,hi_4214_gold.conllu,108,6,hi,PART
2,hi_4214_gold.conllu,109,4,hi,PART
2,hi_4214_gold.conllu,127,12,bhi,PART
2,hi_4214_gold.conllu,129,10,hi,PART
2,hi_4214_gold.conllu,131,16,to,PART
2,hi_4214_gold.conllu,138,11,to,PART
2,hi_4214_gold.conllu,144,9,bhi,PART
2,hi_4214_gold.conllu,147,12,hi,PART
2,hi_4214_gold.conllu,153,18,bhi,PART
2,hi_4214_gold.conllu,173,8,to,PART
2,hi_4214_gold.conllu,198,17,na,PART
2,hi_4214_gold.conllu,199,14,hi,PART
2,hi_4214_gold.conllu,211,13,bhi,PART
2,hi_4214_gold.conllu,216,9,na,PART
2,hi_4214_gold.conllu,221,6,bhi,PART
2,hi_4214_gold.conllu,225,17,bhi,PART
2,hi_4214_gold.conllu,226,5,hi,PART
2,hi_4214_gold.conllu,230,8,bhi,PART
2,hi_4214_gold.conllu,235,12,hi,PART
2,hi_4214_gold.conllu,237,7,hi,PART
2,hi_4214_gold.conllu,239,11,hi,PART
2,hi_4214_gold.conllu,240,9,to,PART
2,hi_4214_gold.conllu,242,6,hi,PART
2,hi_4214_gold.conllu,244,5,bhi,PART
2,hi_4214_gold.conllu,247,6,bhi,PART
2,hi_4214_gold.conllu,249,6,bhi,PART
2,hi_4214_gold.conllu,251,8,to,PART
2,hi_4214_gold.conllu,252,7,hi,PART
2,hi_4214_gold.conllu,258,10,to,PART
2,hi_4214_gold.conllu,260,7,bhi,PART
2,hi_4214_gold.conllu,262,17,hi,PART
2,hi_4214_gold.conllu,263,9,bhi,PART
2,hi_4214_gold.conllu,264,6,hi,PART
2,hi_4214_gold.conllu,269,7,bhi,PART
2,hi_4214_gold.conllu,275,15,hi,PART
2,hi_4214_gold.conllu,279,8,bhi,PART
2,hi_4214_gold.conllu,287,9,to,PART
2,hi_4214_gold.conllu,288,9,bhi,PART
2,hi_4214_gold.conllu,292,15,to,PART
2,hi_4214_gold.conllu,297,8,na,PART
2,hi_4214_gold.conllu,300,6,na,PART
2,hi_4214_gold.conllu,302,8,to,PART
2,hi_4214_gold.conllu,305,11,hi,PART
2,hi_4214_gold.conllu,320,7,to,PART
2,hi_4214_gold.conllu,323,26,hi,PART
2,hi_4214_gold.conllu,341,6,hi,PART
2,hi_4214_gold.conllu,342,7,hi,PART
2,hi_4214_gold.conllu,346,13,to,PART
2,hi_4214_gold.conllu,349,7,hi,PART
2,hi_4214_gold.conllu,351,15,bhi,PART
2,hi_4214_gold.conllu,353,12,hi,PART
2,hi_4214_gold.conllu,368,10,hi,PART
2,hi_4214_gold.conllu,369,6,hi,PART
2,hi_4214_gold.conllu,370,9,to,PART
2,hi_4214_gold.conllu,371,3,hi,PART
2,hi_4214_gold.conllu,374,16,na,PART
2,hi_4214_gold.conllu,378,16,bhi,PART
2,hi_4214_gold.conllu,383,12,to,PART
2,hi_4214_gold.conllu,385,12,hi,PART
2,hi_4214_gold.conllu,386,17,bhi,PART
2,hi_4214_gold.conllu,392,18,to,PART
2,hi_4214_gold.conllu,397,5,bhi,PART
2,hi_4214_gold.conllu,398,16,to,PART
2,hi_4214_gold.conllu,409,13,hi,PART
2,hi_4214_gold.conllu,410,5,to,PART
2,hi_4214_gold.conllu,412,12,hi,PART
2,hi_4214_gold.conllu,424,5,to,PART
2,hi_4214_gold.conllu,434,10,bhi,PART
2,hi_4214_gold.conllu,436,7,bhi,PART
2,hi_4214_gold.conllu,437,13,to,PART
2,hi_4214_gold.conllu,444,4,to,PART
2,hi_4214_gold.conllu,446,9,bhi,PART
2,hi_4214_gold.conllu,451,17,bhi,PART
2,hi_4214_gold.conllu,466,8,hi,PART
2,hi_4214_gold.conllu,467,12,to,PART
2,hi_4214_gold.conllu,471,8,hi,PART
2,hi_4214_gold.conllu,473,21,bhi,PART
2,hi_4214_gold.conllu,476,7,to,PART
2,hi_4214_gold.conllu,477,9,hi,PART
2,hi_4214_gold.conllu,484,23,to,PART
2,hi_4214_gold.conllu,488,6,hi,PART
2,hi_4214_gold.conllu,494,8,hi,PART
2,hi_4214_gold.conllu,496,3,na,PART
2,hi_4214_gold.conllu,498,9,bhi,PART
2,hi_4214_gold.conllu,499,18,bhi,PART
2,hi_4214_gold.conllu,504,9,to,PART
2,hi_4214_gold.conllu,511,13,to,PART
2,hi_4214_gold.conllu,520,8,bhi,PART
2,hi_4214_gold.conllu,523,10,na,PART
2,hi_4214_gold.conllu,526,9,hi,PART
2,hi_4214_gold.conllu,530,20,hi,PART
2,hi_4214_gold.conllu,532,18,na,PART
2,hi_4214_gold.conllu,538,9,bhi,PART
2,hi_4214_gold.conllu,540,6,bhi,PART
2,hi_4214_gold.conllu,543,14,na,PART
2,hi_4214_gold.conllu,550,18,na,PART
2,hi_4214_gold.conllu,564,18,to,PART
2,hi_4214_gold.conllu,567,14,bhi,PART
2,hi_4214_gold.conllu,569,19,bhi,PART
2,hi_4214_gold.conllu,593,18,to,PART
2,hi_4214_gold.conllu,603,13,bhi,PART
2,hi_4214_gold.conllu,614,12,hi,PART
2,hi_4214_gold.conllu,617,14,hi,PART
2,hi_4214_gold.conllu,618,5,bhi,PART
2,hi_4214_gold.conllu,622,13,bhi,PART
2,hi_4214_gold.conllu,624,16,bhi,PART
2,hi_4214_gold.conllu,626,11,bhi,PART
2,hi_4214_gold.conllu,629,10,to,PART
2,hi_4214_gold.conllu,633,11,hi,PART
2,hi_4214_gold.conllu,637,6,to,PART
2,hi_4214_gold.conllu,640,8,hi,PART
2,hi_4214_gold.conllu,641,27,to,PART
2,hi_4214_gold.conllu,646,9,bhi,PART
2,hi_4214_gold.conllu,647,14,bhi,PART
2,hi_4214_gold.conllu,656,12,to,PART
2,hi_4214_gold.conllu,663,25,hi,PART
2,hi_4214_gold.conllu,667,11,to,PART
2,hi_4214_gold.conllu,668,8,to,PART
2,hi_4214_gold.conllu,683,10,to,PART
2,hi_4214_gold.conllu,686,4,hi,PART
2,hi_4214_gold.conllu,688,13,hi,PART
2,hi_4214_gold.conllu,699,9,bhi,PART
2,hi_4214_gold.conllu,702,25,bhi,PART
2,hi_4214_gold.conllu,703,8,to,PART
2,hi_4214_gold.conllu,718,20,bhi,PART
2,hi_4214_gold.conllu,729,12,hi,PART
2,hi_4214_gold.conllu,736,10,hi,PART
2,hi_4214_gold.conllu,741,12,bhi,PART
2,hi_4214_gold.conllu,747,14,to,PART
2,hi_4214_gold.conllu,749,16,bhi,PART
2,hi_4214_gold.conllu,783,12,to,PART
2,hi_4214_gold.conllu,788,12,to,PART
2,hi_4214_gold.conllu,792,16,hi,PART
2,hi_4214_gold.conllu,795,15,to,PART
2,hi_4214_gold.conllu,798,6,to,PART
2,hi_4214_gold.conllu,799,10,to,PART
2,hi_4214_gold.conllu,805,17,hi,PART
2,hi_4214_gold.conllu,807,13,hi,PART
2,hi_4214_gold.conllu,812,11,to,PART
2,hi_4214_gold.conllu,816,16,bhi,PART
2,hi_4214_gold.conllu,825,18,to,PART
2,hi_4214_gold.conllu,827,29,bhi,PART
2,hi_4214_gold.conllu,831,20,hi,PART
2,hi_4214_gold.conllu,835,17,bhi,PART
2,hi_4214_gold.conllu,836,12,bhi,PART
2,hi_4214_gold.conllu,841,12,bhi,PART
2,hi_4214_gold.conllu,844,16,hi,PART
2,hi_4214_gold.conllu,847,14,to,PART
2,hi_4214_gold.conllu,849,8,bhi,PART
2,hi_4214_gold.conllu,850,8,to,PART
2,hi_4214_gold.conllu,854,9,to,PART
2,hi_4214_gold.conllu,858,5,bhi,PART
2,hi_4214_gold.conllu,862,15,bhi,PART
